OrderID,OrderDate,ShipDate,CustomerID,Region,ProductID,Quantity,UnitPrice,Discount,Sales,Cost,Profit,Priority
131,2024-06-04,2024-06-07,CUST-0186,East,93,7,674.62,0.05,4486.22,3604.86,881.36,Medium
132,2023-12-16,2023-12-19,CUST-0393,South,50,2,203.67,0.0,407.34,301.74,105.6,Medium
133,2023-03-21,2023-03-30,CUST-0152,East,130,4,703.81,0.15,2392.95,1902.2,490.75,Low
134,2024-11-08,2024-11-15,CUST-0173,Central,34,20,236.39,0.15,4018.63,3907.2,111.43,Medium
135,2023-06-16,2023-06-17,CUST-0093,Central,43,1,508.91,0.1,458.02,413.75,44.27,Critical
136,2024-01-09,,CUST-0347,West,114,3,149.85,0.15,382.12,333.0,49.12,Critical
137,2023-08-28,,CUST-0274,West,80,10,505.03,0.1,4545.27,4509.2,36.07,High
138,2024-11-25,2024-12-02,CUST-0293,South,119,2,686.72,0.05,1304.77,1144.54,160.23,Critical
139,2023-06-15,2023-06-16,CUST-0103,Central,36,8,884.26,0.05,6720.38,4236.0,2484.38,Critical
140,2024-01-16,2024-01-21,CUST-0284,East,133,5,793.23,0.0,3966.15,3050.9,915.25,Low
141,2023-06-14,,CUST-0140,South,132,2,364.6,0.0,729.2,612.78,116.42,Low
142,2023-08-16,2023-08-17,CUST-0231,North,7,1,972.79,0.1,875.51,765.98,109.53,Critical
143,2024-05-29,2024-06-04,CUST-0192,West,99,5,580.96,0.0,2904.8,1739.4,1165.4,Medium
144,2023-01-29,2023-02-01,CUST-0164,East,86,2,755.13,0.0,1510.26,1411.46,98.8,Low
145,2023-10-21,2023-10-31,CUST-0242,West,121,4,355.94,0.1,1281.38,1238.04,43.34,Low
146,2023-03-23,2023-04-01,CUST-0010,North,56,7,1156.86,0.0,8098.02,5191.06,2906.96,Critical
147,2023-04-24,2023-04-26,CUST-0398,North,61,9,845.7,0.05,7230.74,6919.38,311.36,Low
148,2023-09-02,2023-09-04,CUST-0215,Central,118,3,472.2,0.0,1416.6,1170.75,245.85,Critical
149,2024-09-03,2024-09-07,CUST-0275,East,132,2,364.6,0.15,619.82,612.78,7.04,Medium
150,2023-10-26,2023-11-05,CUST-0220,East,91,1,28.1,0.0,28.1,23.81,4.29,Critical
151,2023-07-11,2023-07-13,CUST-0341,East,135,9,199.75,0.05,1707.86,1649.34,58.52,Low
152,2024-02-04,2024-02-09,CUST-0241,,100,18,407.3,0.05,6964.83,4582.08,2382.75,Low
153,2024-01-01,2024-01-11,CUST-0035,North,62,10,712.29,0.0,7122.9,4780.5,2342.4,High
154,2023-05-17,2023-05-20,CUST-0023,North,140,11,864.58,0.05,9034.86,8491.45,543.41,Critical
155,2024-12-13,2024-12-21,CUST-0246,West,35,2,927.25,0.0,1854.5,1173.74,680.76,Low
156,2023-10-28,2023-11-03,CUST-0104,East,52,6,732.84,0.0,4397.04,3140.76,1256.28,High
157,2024-06-11,2024-06-12,CUST-0204,Central,122,8,425.22,0.05,3231.67,2678.56,553.11,Medium
158,2023-10-20,2023-10-22,CUST-0183,East,85,1,889.18,0.05,844.72,740.98,103.74,High
159,2024-03-23,2024-03-26,CUST-0205,South,99,14,580.96,0.05,7726.77,4870.32,2856.45,Critical
160,2024-12-09,2024-12-11,CUST-0255,North,133,1,793.23,0.05,753.57,610.18,143.39,Critical
161,2023-03-22,2023-03-27,CUST-0221,Central,47,12,571.95,0.15,5833.89,4515.36,1318.53,High
162,2023-04-16,2023-04-24,CUST-0041,North,76,1,882.5,0.05,838.38,551.56,286.82,Critical
163,2023-06-20,2023-06-21,CUST-0354,South,90,2,388.78,0.1,699.8,495.26,204.54,High
164,2024-09-21,2024-09-28,CUST-0223,North,15,7,1101.97,0.0,7713.79,5247.48,2466.31,High
165,2024-06-09,2024-06-19,CUST-0384,West,8,5,131.02,0.0,655.1,409.45,245.65,Critical
166,2023-02-05,2023-02-11,CUST-0065,East,61,3,845.7,0.05,2410.25,2306.46,103.79,Critical
167,2024-08-03,2024-08-09,CUST-0017,Central,40,14,59.25,0.1,746.55,782.6,-36.05,High
168,2024-03-30,2024-04-08,CUST-0391,East,147,1,963.63,0.0,963.63,713.8,249.83,High
169,2024-02-12,2024-02-13,CUST-0161,North,64,4,656.58,0.0,2626.32,1989.64,636.68,Medium
170,2024-05-26,2024-05-31,CUST-0266,South,144,7,802.82,0.0,5619.74,4390.4,1229.34,High
171,2024-12-21,2024-12-25,CUST-0229,West,74,6,108.38,0.1,585.25,580.62,4.63,Low
172,2023-05-19,2023-05-21,CUST-0038,South,45,2,987.17,0.1,1776.91,1257.54,519.37,High
173,2024-11-14,2024-11-19,CUST-0178,East,141,3,758.93,0.15,1935.27,1388.28,546.99,High
174,2023-06-11,2023-06-15,CUST-0365,West,93,9,674.62,0.15,5160.84,4634.82,526.02,Low
175,2023-07-25,2023-07-31,CUST-0072,West,127,9,238.66,0.0,2147.94,1614.96,532.98,High
176,2024-04-23,2024-04-28,CUST-0283,West,23,6,304.91,0.0,1829.46,1076.16,753.3,Critical
177,2024-05-05,2024-05-07,CUST-0270,South,105,2,530.77,0.15,902.31,712.44,189.87,Medium
178,2023-11-21,2023-11-30,CUST-0329,East,116,3,1098.97,0.1,2967.22,2154.84,812.38,High
179,2023-05-12,2023-05-19,CUST-0400,Central,47,4,571.95,0.0,2287.8,1505.12,782.68,Low
180,2023-05-08,2023-05-11,CUST-0266,West,78,5,717.48,0.0,3587.4,3321.65,265.75,High
181,2024-12-27,2024-12-29,CUST-0116,North,133,7,793.23,0.05,5274.98,4271.26,1003.72,High
182,2023-07-21,2023-07-26,CUST-0326,Central,71,4,207.35,0.0,829.4,521.64,307.76,Low
183,2024-05-29,2024-06-01,CUST-0329,West,149,8,906.53,0.0,7252.24,5180.16,2072.08,High
184,2024-07-31,2024-08-10,CUST-0022,East,21,8,260.85,0.0,2086.8,1724.64,362.16,High
185,2024-10-28,2024-10-29,CUST-0108,Central,107,11,1009.7,0.15,9440.7,7212.15,2228.55,Critical
186,2024-10-04,2024-10-08,CUST-0280,North,78,5,717.48,0.1,3228.66,3321.65,-92.99,Critical
187,2023-11-01,2023-11-09,CUST-0233,East,16,6,175.37,0.0,1052.22,809.4,242.82,Critical
188,2024-05-10,2024-05-13,CUST-0238,West,88,4,198.66,0.15,675.44,526.24,149.2,High
189,2023-11-23,2023-11-29,CUST-0376,North,103,2,617.91,0.0,1235.82,988.66,247.16,Low
190,2023-11-23,2023-12-01,CUST-0124,,32,18,350.62,0.05,5995.6,5440.68,554.92,Medium
191,2023-05-25,2023-06-04,CUST-0050,East,75,10,272.51,0.1,2452.59,2290.0,162.59,Critical
192,2023-09-12,2023-09-16,CUST-0082,North,148,8,201.59,0.05,1532.08,1160.24,371.84,Medium
193,2024-05-25,2024-06-02,CUST-0264,South,128,4,405.61,0.05,1541.32,1088.88,452.44,Low
194,2023-04-03,2023-04-07,CUST-0202,Central,118,2,472.2,0.0,944.4,780.5,163.9,High
195,2023-02-19,2023-02-27,CUST-0026,North,127,9,238.66,0.15,1825.75,1614.96,210.79,High
196,2024-07-03,2024-07-08,CUST-0005,East,111,4,481.62,0.0,1926.48,1592.12,334.36,High
197,2024-02-17,2024-02-27,CUST-0188,East,103,6,617.91,0.0,3707.46,2965.98,741.48,Medium
198,2024-01-07,2024-01-16,CUST-0284,North,19,3,1037.93,0.1,2802.41,2192.82,609.59,Critical
199,2024-07-17,2024-07-19,CUST-0144,Central,31,6,930.3,0.0,5581.8,4044.78,1537.02,Critical
200,2024-01-18,2024-01-22,CUST-0174,Central,94,3,162.46,0.0,487.38,290.1,197.28,Critical
201,2024-05-27,,CUST-0021,East,10,3,705.75,0.0,2117.25,1331.61,785.64,Critical
202,2024-06-15,2024-06-21,CUST-0234,West,132,5,364.6,0.0,1823.0,1531.95,291.05,High
203,2023-06-16,2023-06-22,CUST-0202,Central,77,1,1159.58,0.15,985.64,724.74,260.9,Critical
204,2024-12-26,2025-01-01,CUST-0289,North,122,1,425.22,0.0,425.22,334.82,90.4,High
205,2024-11-20,2024-11-21,CUST-0057,South,150,2,537.46,,1021.17,702.56,318.61,Critical
206,2023-09-29,2023-09-30,CUST-0336,Central,148,4,201.59,0.0,806.36,580.12,226.24,Critical
207,2023-06-24,2023-06-28,CUST-0269,Central,98,9,10.46,0.0,94.14,57.06,37.08,Low
208,2024-08-09,2024-08-17,CUST-0359,East,49,4,220.23,0.0,880.92,629.24,251.68,High
209,2024-03-04,2024-03-13,CUST-0078,South,53,4,1186.34,0.1,4270.82,2965.84,1304.98,Critical
210,2023-03-05,2023-03-14,CUST-0362,West,133,3,793.23,0.0,2379.69,1830.54,549.15,High
211,2024-11-09,2024-11-12,CUST-0245,Central,97,6,842.53,0.05,4802.42,4320.66,481.76,Critical
212,2024-06-29,2024-07-09,CUST-0176,Central,91,2,28.1,0.05,53.39,47.62,5.77,Critical
213,2023-07-16,2023-07-20,CUST-0127,North,143,4,699.09,0.05,2656.54,2237.08,419.46,High
214,2023-10-23,2023-10-31,CUST-0361,West,126,6,662.32,0.05,3775.22,2597.34,1177.88,High
215,2024-07-27,2024-08-06,CUST-0370,North,74,5,108.38,0.0,541.9,483.85,58.05,Critical
216,2024-02-09,2024-02-14,CUST-0177,West,75,5,272.51,0.0,1362.55,1145.0,217.55,Low
217,2023-12-21,2023-12-25,CUST-0227,North,123,5,86.65,0.0,433.25,272.5,160.75,High
218,2024-07-29,2024-08-08,CUST-0357,North,36,7,884.26,0.0,6189.82,3706.5,2483.32,Medium
219,2023-09-06,2023-09-07,CUST-0026,Central,58,18,185.6,0.0,3340.8,2807.46,533.34,Low
220,2024-02-28,2024-02-29,CUST-0170,South,26,2,524.26,0.0,1048.52,616.78,431.74,Medium
221,2024-02-21,2024-02-26,CUST-0335,South,123,19,86.65,0.0,1646.35,1035.5,610.85,High
222,2023-10-20,2023-10-24,CUST-0331,East,23,2,304.91,0.15,518.35,358.72,159.63,Low
223,2023-06-29,2023-07-07,CUST-0214,West,10,1,705.75,0.1,635.18,443.87,191.31,Medium
224,2023-10-24,2023-11-03,CUST-0020,East,77,3,1159.58,0.15,2956.93,2174.22,782.71,Low
225,2023-12-10,2023-12-18,CUST-0146,South,140,6,864.58,0.15,4409.36,4631.7,-222.34,Medium
226,2024-05-31,2024-06-06,CUST-0240,North,50,16,203.67,,3258.72,2413.92,844.8,Medium
227,2024-04-14,2024-04-20,CUST-0332,North,48,2,412.85,0.0,825.7,650.16,175.54,High
228,2024-08-04,2024-08-11,CUST-0346,West,45,7,987.17,0.15,5873.66,4401.39,1472.27,Critical
229,2024-06-11,2024-06-14,CUST-0168,East,103,1,617.91,0.0,617.91,494.33,123.58,Medium
230,2024-05-03,2024-05-10,CUST-0166,West,2,15,885.06,0.05,12612.1,8144.7,4467.4,Medium
231,2024-04-02,2024-04-12,CUST-0386,North,85,11,889.18,,9291.93,8150.78,1141.15,Low
232,2023-09-25,2023-09-27,CUST-0335,North,61,3,845.7,0.0,2537.1,2306.46,230.64,Critical
233,2023-11-11,2023-11-13,CUST-0082,South,129,12,1110.78,0.05,12662.89,8078.4,4584.49,High
234,2024-01-12,2024-01-20,CUST-0315,West,57,4,849.36,0.0,3397.44,2235.16,1162.28,Medium
235,2024-04-10,2024-04-19,CUST-0383,Central,96,11,838.18,0.1,8297.98,6932.31,1365.67,Critical
236,2024-07-04,2024-07-06,CUST-0341,West,64,5,656.58,0.15,2790.46,2487.05,303.41,Critical
237,2024-06-24,2024-06-26,CUST-0361,North,20,5,689.15,0.15,2928.89,2630.35,298.54,Low
238,2024-07-14,2024-07-17,CUST-0259,West,147,3,963.63,0.15,2457.26,2141.4,315.86,Medium
239,2023-12-02,2023-12-12,CUST-0267,South,30,7,1205.36,0.0,8437.52,5443.55,2993.97,Critical
240,2023-04-04,2023-04-07,CUST-0262,South,15,5,1101.97,0.1,4958.87,3748.2,1210.67,Critical
241,2024-04-12,2024-04-17,CUST-0289,East,144,7,802.82,0.1,5057.77,4390.4,667.37,Low
242,2024-02-10,2024-02-12,CUST-0131,East,56,1,1156.86,0.15,983.33,741.58,241.75,Low
243,2024-03-09,2024-03-11,CUST-0177,East,139,11,199.28,0.0,2192.08,1522.29,669.79,Critical
244,2023-02-02,2023-02-09,CUST-0147,South,47,13,571.95,0.0,7435.35,4891.64,2543.71,High
245,2024-01-27,2024-02-05,CUST-0230,South,97,5,842.53,0.0,4212.65,3600.55,612.1,Medium
246,2024-10-31,2024-11-07,CUST-0179,East,46,17,109.14,0.15,1577.07,1395.02,182.05,Medium
247,2023-08-17,2023-08-26,CUST-0002,East,77,15,1159.58,0.1,15654.33,10871.1,4783.23,Critical
248,2024-06-28,2024-07-04,CUST-0195,West,64,7,656.58,0.1,4136.45,3481.87,654.58,Medium
249,2023-10-10,2023-10-20,CUST-0097,East,9,12,819.2,0.1,8847.36,7021.68,1825.68,Low
250,2023-09-04,2023-09-05,CUST-0106,East,26,10,524.26,0.15,4456.21,3083.9,1372.31,Critical
251,2024-09-04,2024-09-11,CUST-0345,East,63,1,163.51,0.0,163.51,100.31,63.2,Critical
252,2023-08-28,2023-09-06,CUST-0277,West,15,4,1101.97,0.0,4407.88,2998.56,1409.32,High
253,2023-08-28,2023-09-07,CUST-0375,Central,82,8,132.9,0.15,903.72,850.56,53.16,High
254,2023-08-31,2023-09-07,CUST-0155,West,134,14,909.5,0.0,12733.0,9362.5,3370.5,High
255,2023-10-09,2023-10-18,CUST-0032,Central,45,1,987.17,0.1,888.45,628.77,259.68,Critical
256,2023-02-18,2023-02-25,CUST-0177,South,135,1,199.75,0.05,189.76,183.26,6.5,Critical
